Date,Open,High,Low,Close,Adj Close,Volume
2008-01-02,74.767113,76.022171,74.019829,75.064110,55.782051,5664700
2008-01-03,75.159920,77.440102,75.064110,77.133522,57.319855,6196400
2008-01-04,76.625755,76.884430,74.297661,74.498856,55.361988,6741600
2008-01-07,74.728790,75.198242,71.567184,73.195892,54.393715,8300300
2008-01-08,73.703667,74.518021,71.116898,71.375572,53.040985,8696800
2008-01-09,71.605507,73.195892,70.589966,72.726440,54.044849,8846100
2008-01-10,71.605507,71.806702,68.453491,69.938484,51.973061,13490900
2008-01-11,69.430710,70.963608,68.807968,69.670227,51.773693,9609600
2008-01-14,70.158836,72.477348,70.158836,72.189926,53.646168,5590600
2008-01-15,71.164803,71.183960,68.578033,68.961258,51.246845,8036800
2008-01-16,67.859489,69.124130,65.042793,67.131363,49.886997,13556300
2008-01-17,67.466682,69.287003,65.167336,65.291885,48.520042,12406400
2008-01-18,65.751755,67.457108,64.228439,65.186501,48.441723,11017700
2008-01-22,60.923126,63.433247,60.367451,62.427280,46.391281,12058800
2008-01-23,60.290806,62.120701,58.154327,61.862026,45.971233,13279600
2008-01-24,61.957832,63.327862,61.287189,62.896732,46.740147,10623100
2008-01-25,63.988922,64.621246,61.603348,62.091961,46.142094,9263900
2008-01-28,62.494347,62.494347,60.223740,61.862026,45.971233,9795100
2008-01-29,63.634441,66.106239,62.015316,65.617630,48.762115,10905600
2008-01-30,66.058334,67.629555,64.745789,65.972107,49.025532,8048400
2008-01-31,64.803276,65.598465,62.925472,64.956566,48.270866,8074900
2008-02-01,65.023628,67.064301,64.257179,66.297852,49.267601,8779200
2008-02-04,66.317009,67.102623,64.918243,66.336174,49.296085,5972600
2008-02-05,65.301468,65.569725,63.835632,63.835632,47.437870,6078300
2008-02-06,64.400887,64.784111,61.862026,62.120701,46.163452,7300100
2008-02-07,61.890766,63.203312,60.798576,62.484764,46.434010,9005700
2008-02-08,62.264412,64.420052,62.254829,63.883537,47.473454,5674100
2008-02-11,63.988922,65.837982,62.772182,65.665527,48.797710,9111000
2008-02-12,66.202042,67.073883,64.688309,65.349373,48.562775,6825500
2008-02-13,65.981689,67.294235,64.458374,67.188850,49.929718,6834600
2008-02-14,67.342140,70.340866,67.342140,68.721748,51.068859,9215400
2008-02-15,69.526520,69.545677,67.361298,68.712166,51.061745,6736900
2008-02-19,70.628288,72.668961,69.986389,71.912086,53.439690,8106000
2008-02-20,71.145638,73.090508,70.896545,72.956375,54.215733,5305300
2008-02-21,73.100090,73.521637,69.861839,70.024712,52.037132,6874400
2008-02-22,70.446259,71.222282,69.124130,70.484581,52.378860,6315200
2008-02-25,70.934868,73.138412,70.743256,72.841408,54.130283,7006600
2008-02-26,72.946800,75.428177,72.716866,74.795853,55.582680,8434100
2008-02-27,74.192276,76.060493,74.153954,75.399437,56.031216,8594100
2008-02-28,75.006630,77.037720,75.006630,77.037720,57.248657,6371200
2008-02-29,76.328751,76.328751,73.339600,74.125214,55.084305,7138300
2008-03-03,74.249763,75.514404,73.454567,74.958725,55.703712,6766800
2008-03-04,74.412628,74.882080,71.375572,72.659378,53.995014,8388500
2008-03-05,73.377922,75.571884,72.994698,75.169502,55.860336,7246200
2008-03-06,74.565918,74.997047,72.237831,72.295311,53.903740,8415800
2008-03-07,71.615089,72.668961,70.273804,71.174385,53.067978,6353300
2008-03-10,72.276154,72.285736,69.775612,70.388771,52.482212,6022200
2008-03-11,72.333633,75.638947,71.260605,75.294044,56.139599,9955900
2008-03-12,75.514404,75.610207,73.128830,73.205475,54.582363,5826600
2008-03-13,72.927635,74.862923,71.739639,74.125214,55.268120,6669500
2008-03-14,74.815018,74.815018,70.599548,72.113281,53.768009,8727400
2008-03-17,71.097740,71.097740,66.364914,67.706200,50.482071,11140000
2008-03-18,69.689384,71.107315,68.578033,70.858223,52.832249,7589300
2008-03-19,70.599548,71.231865,66.154144,66.269112,49.410572,9420900
2008-03-20,64.736214,67.284653,63.605698,67.006813,49.960602,9557200
2008-03-24,67.150528,68.875038,66.384079,67.773262,50.532074,5379900
2008-03-25,68.204391,69.104973,67.351715,68.750488,51.260700,5282200
2008-03-26,68.530136,71.136063,68.530136,70.848640,52.825085,6453900
2008-03-27,71.145638,71.998314,70.015129,70.130096,52.289352,4937300
2008-03-28,70.609123,71.548027,69.104973,70.149254,52.303642,4329900
2008-03-31,70.599548,71.567184,69.133713,70.101357,52.267929,5730000
2008-04-01,70.034286,71.854607,69.200775,71.739639,53.489437,6598200
2008-04-02,71.375572,72.477348,71.049835,71.749222,53.496563,8516400
2008-04-03,71.461800,73.627022,71.088158,72.362381,53.953743,7154500
2008-04-04,72.611473,74.230598,72.611473,73.531212,54.825233,5281100
2008-04-07,74.939568,75.159920,73.119247,73.349182,54.689518,4710500
2008-04-08,72.850990,74.575500,72.755188,73.943184,55.132397,5218400
2008-04-09,74.134796,76.539528,74.067726,75.543144,56.325329,6136700
2008-04-10,75.399437,75.964691,74.661728,75.294044,56.139599,5326100
2008-04-11,75.533562,75.533562,73.866539,73.991081,55.168125,3267800
2008-04-14,73.981506,75.600624,73.981506,74.891663,55.839596,5459000
2008-04-15,75.686852,76.549110,75.437759,76.137138,56.768246,5619300
2008-04-16,76.510788,79.902321,76.338333,79.701126,59.425556,9617100
2008-04-17,79.394547,80.572968,78.982582,79.394547,59.196964,4671900
2008-04-18,79.519096,80.093933,78.676003,79.384972,59.189808,8281300
2008-04-21,80.400513,81.396896,79.461617,81.253189,60.582787,6978000
2008-04-22,81.061577,83.313019,80.601707,82.450768,61.475716,7963400
2008-04-23,82.651962,82.651962,80.256805,80.946609,60.354172,6224600
2008-04-24,81.780121,81.780121,78.762230,79.356224,59.168385,8133200
2008-04-25,81.004089,83.265121,80.266388,83.226799,62.054306,7847100
2008-04-28,83.782471,83.849533,81.655579,81.952576,61.104240,6454300
2008-04-29,81.531029,81.962158,79.681969,79.758614,59.468407,6431500
2008-04-30,80.228065,81.128639,78.800552,79.720291,59.439854,6761300
2008-05-01,78.858032,79.250839,75.006630,77.622139,57.875462,9808100
2008-05-02,78.925102,80.304710,78.417328,80.228065,59.818439,6158900
2008-05-05,80.754997,83.016022,80.707092,82.239990,61.318565,5201000
2008-05-06,83.025604,85.794403,82.556152,85.430336,63.697281,7013300
2008-05-07,85.823143,86.206367,83.121407,83.121407,61.975731,8247700
2008-05-08,84.204018,84.309402,82.795670,84.232758,62.804348,7394600
2008-05-09,84.328568,84.960884,82.786087,84.165695,62.754360,5097000
2008-05-12,83.629181,84.951309,82.958542,84.318985,62.868649,5628400
2008-05-13,84.740532,86.359657,83.360924,86.359657,64.390175,6929300
2008-05-14,86.896172,87.164429,84.817177,85.075851,63.432976,6335300
2008-05-15,86.445885,87.806328,84.980049,87.020721,64.883095,9476700
2008-05-16,88.400330,91.006256,87.423103,91.006256,67.854729,9994800
2008-05-19,91.351158,92.721184,90.651772,91.456543,68.190460,8214200
2008-05-20,92.165512,93.918762,91.696060,93.746307,69.897697,9112800
2008-05-21,94.052887,95.844467,92.155930,92.405022,68.897636,11726300
2008-05-22,92.711601,94.407372,91.226608,92.002640,68.597610,9564100
2008-05-23,92.941536,92.941536,88.496132,89.425453,66.676064,9085900
2008-05-27,88.793129,89.233841,87.106941,87.528488,65.261673,7939500
2008-05-28,86.618332,89.214676,85.966850,89.214676,66.518898,8828000
2008-05-29,88.591942,89.847000,87.068619,87.106941,64.947380,8426400
2008-05-30,87.796745,88.639839,87.020721,88.074585,65.668854,7971400
2008-06-02,87.662621,89.760773,87.432686,88.620682,66.076035,7583000
2008-06-03,88.036263,89.818260,85.784821,85.899788,64.047318,10712800
2008-06-04,85.430336,85.842300,83.638763,83.734566,62.432899,11389400
2008-06-05,84.970467,87.892555,83.887856,87.796745,65.461670,7782300
2008-06-06,89.310486,92.615799,88.534454,88.812294,66.461105,13824300
2008-06-09,89.550003,90.555969,88.342842,89.636223,67.077698,7723300
2008-06-10,90.488899,90.488899,85.085434,86.100983,64.432152,9699400
2008-06-11,87.509331,88.620682,85.554886,88.160812,65.973587,7768300
2008-06-12,86.225525,86.225525,84.002823,84.683052,63.371071,13179600
2008-06-13,83.878281,85.411179,83.380089,84.376472,63.141640,9107500
2008-06-16,84.980049,86.618332,84.596825,85.784821,64.195572,6949700
2008-06-17,85.497398,87.854233,84.826759,87.317719,65.342697,6579200
2008-06-18,87.538071,87.585976,85.353691,86.474625,64.711800,6740100
2008-06-19,86.790787,88.122490,83.054344,83.245956,62.295643,8978500
2008-06-20,84.663887,84.798019,81.511864,82.048378,61.399464,10583100
2008-06-23,81.760963,84.395630,80.946609,83.935760,62.811848,11072900
2008-06-24,83.792053,84.108215,82.307060,82.450768,61.700569,7552200
2008-06-25,82.335800,82.623215,78.973000,81.301094,60.840248,10754400
2008-06-26,81.463966,82.661537,80.007706,81.377739,60.897591,9209200
2008-06-27,81.607674,84.807594,81.607674,84.740532,63.414089,17337600
2008-06-30,86.091400,87.308136,85.363274,86.091400,64.424995,11211600
2008-07-01,86.225525,88.141647,85.181244,87.605133,65.557762,10884400
2008-07-02,87.461426,88.611099,84.156113,84.711792,63.392593,12744100
2008-07-03,84.845917,85.439919,81.578934,83.590858,62.553738,6541600
2008-07-07,83.236374,84.031570,79.921486,80.879547,60.524784,10897500
2008-07-08,79.538261,79.538261,76.012596,79.068810,59.169750,14887400
2008-07-09,79.796936,80.438835,77.478424,77.593391,58.065655,10066000
